Mã HP,Tên HP,Thời lượng,Số tín chỉ,TC học phí,Trọng số,Học phần điều kiện,Tên tiếng anh,Tên viết tắt,Viện quản lý
BIT4170,Xử lý tín hiệu số,2(2-1-0-4),2,3,0.7,,Digital Signal Processing,Xử lý tín hiệu số,VDTLT
BIT4590,Lý thuyết thông tin,2(2-1-0-4),2,3,0.7,,Information Theory,Lý thuyết thông tin,VDTLT
BIT3910,Project 1,3(0-0-6-12),3,6,0.7,,Project 1,Project 1,VDTLT
BIT4160,Vi xử lý,3(3-1-0-6),3,4,0.7,,Microprocessors,Vi xử lý,VDTLT
BIT4040,Trí tuệ nhân tạo,3(3-1-0-6),3,4,0.7,,Artificial Intelligence,Trí tuệ nhân tạo,VDTLT
BIT3120,Phân tích và thiết kế HTTT,2(2-1-0-4),2,3,0.7,,System Analysis and Design,Phân tích và thiết kế HTTT,VDTLT
BIT4080,Nhập môn công nghệ phần mềm,2(2-1-0-4),2,3,0.7,,Introduction to Software Engineering,Nhập môn công nghệ phần mềm,VDTLT
BIT4090,Xử lý ảnh,2(2-1-0-4),2,3,0.7,,Image Processing,Xử lý ảnh,VDTLT
BIT4110,Tính toán khoa học,3(3-1-0-6),3,4,0.7,,Scientific Computing,Tính toán khoa học,VDTLT
BIT4470,Đồ họa và hiện thực ảo,3(3-1-0-6),3,4,0.7,,Computer Graphics,Đồ họa và hiện thực ảo,VDTLT
BIT4991,Thực tập kỹ thuật,2(0-0-6-4),2,4,0.7,,Engineering Practicum,Thực tập kỹ thuật,VDTLT
IT5030E,Graduation research 3,3(0-0-6-6),3,7.5,0.5,,Graduation research 3,Graduation research 3,KCNTT
IT5120E,Thesis,9(0-0-18-18),9,22.5,0.5,IT5030E=,Thesis,Thesis,KCNTT
IT4015,Nhập môn an toàn thông tin,3(3-1-0-6),3,4,0.6,"IT3020,(IT3070/IT2110),(IT3080/MI1114)",Introduction to information security,Nhập môn an toàn thông tin,KCNTT
IT3062,Toán chuyên đề,2(2-1-0-4),2,3,0.7,MI2020,Specialized topics of Mathematics for Engineering of Information Security,Toán chuyên đề,KCNTT
PH1111,Vật lý đại cương I,2(2-0-1-4),2,3.5,0.7,,Physics I,Vật lý đại cương I,VVLKT
PH1122,Vật lý đại cương II,4(3-1-1-8),4,5.5,0.7,,Physics II,Vật lý đại cương II,VVLKT
PH1121,Vật lý đại cương II,2(2-0-1-4),2,3.5,0.7,,Physics II,Vật lý đại cương II,VVLKT
MI2021,Xác suất thống kê,2(2-0-0-4),2,2,0.7,,Probability and Statistics,Xác suất thống kê,KTTD
BIT4200,Kỹ thuật ghép nối máy tính,3(3-1-0-6),3,4,0.7,,Computer Interfacing,Kỹ thuật ghép nối máy tính,VDTLT
BIT3920,Project 2,3(0-0-6-12),3,6,0.7,,Project 2,Project 2,VDTLT
BIT5130,Đồ án tốt nghiệp kỹ sư (CNTT),12(0-0-30-30),12,30,0.5,,Graduation Project,Đồ án tốt nghiệp kỹ sư (CNTT),VDTLT
BEE2020,Lý thuyết mạch điện I,4(3-1-1-8),4,5.5,0.7,,Electrical Circuit Theory I,Lý thuyết mạch điện 1,VDTLT
BEE2120,Lý thuyết mạch điện II,2(2-0-1-4),2,3.5,0.7,,Electrical Circuit Theory II,Lý thuyết mạch điện 2,VDTLT
BEE2030,Trường điện từ,2(2-0-0-4),2,2,0.7,,Electromagnetic Fields,Trường điện từ,VDTLT
BEE2110,Điện tử tương tự,3(3-0-1-6),3,4.5,0.7,,Analog Electronics,Điện tử tương tự,VDTLT
BEE2130,Thiết kế hệ thống số,3(3-0-1-6),3,4.5,0.7,,Digital System Design,Thiết kế hệ thống số,VDTLT
BEE3280,Lý thuyết điều khiển I,3(3-1-0-6),3,4,0.5,,Control Theory I,Lý thuyết điều khiển 1,VDTLT
BEE3140,Máy điện I,3(3-0-1-6),3,4.5,0.7,,Electrical Machines I,Máy điện 1,VDTLT
BEE3110,Kỹ thuật đo lường,3(3-0-1-6),3,4.5,0.7,EE2110/EE3051/EE3052/EE2111,Measurement and Instrumentation Principles,Kỹ thuật đo lường,VDTLT
BEE3410,Điện tử công suất,3(3-0-1-6),3,4.5,0.7,,Power Electronics,Điện tử công suất,VDTLT
BEE3480,Vi xử lý,3(3-0-1-6),3,4.5,0.7,,Microprocessors,Vi xử lý,VDTLT
BEE3490,Kỹ thuật lập trình,3(2-2-0-6),3,4,0.7,,Programming Techniques,Kỹ thuật lập trình,VDTLT
EE3820E,Đồ án thiết kế,3(0-0-6-12),3,6,0.7,,Design Project,Đồ án thiết kế,KD
CH4195,Khoáng vật học Silicat,2(2-1-0-4),2,3,0.7,,Silicate Mineralogy,Khoáng vật học Silicat,KCNHH
MSE5290,Đồ án tốt nghiệp kỹ sư (KLM&C),10(0-0-20-20),10,25,0.5,,Graduation Project,Đồ án tốt nghiệp kỹ sư (KLM&C),KKHVCNVL
MSE4811,Công nghệ cán thép hình,3(2-2-0-6),3,4,0.7,,Shaped rolling technology,Công nghệ cán thép hình,KKHVCNVL
MSE5410,Công nghệ và thiết bị rèn dập,3(3-0-0-6),3,3,0.7,,Technology and forging equipment ,Công nghệ và thiết bị rèn dập,KKHVCNVL
MSE5420,Công nghệ và thiết bị cán đặc biệt,3(2-2-0-6),3,4,0.7,,Technology and equipment of Special rolling,Công nghệ và thiết bị cán đặc biệt,KKHVCNVL
MSE5430,Mô hình hóa và mô phỏng số quá trình công nghệ cán,3(2-2-0-6),3,4,0.7,,Modelling and Numbering Simulation of Rolling Process,Mô hình hóa và mô phỏng số quá trình công nghệ cán,KKHVCNVL
MSE5440,"Công nghệ và thiết bị kéo, ép kim loại",3(3-0-0-6),3,3,0.7,,Technology and Equipment for Plastic Deformation and Drawing,"Công nghệ và thiết bị kéo, ép kim loại",KKHVCNVL
MSE5450,Thực hành và thí nghiệm,2(0-2-2-6),2,5,0.7,,Practice and experiment,Thực hành và thí nghiệm,KKHVCNVL
MSE5411,Công nghệ và thiết bị uốn,2(2-0-0-6),2,2,0.7,,Technology and bending equipment ,Công nghệ và thiết bị uốn,KKHVCNVL
MSE5412,Tạo hình vật liệu bột,2(2-0-0-6),2,2,0.7,,Forming of powder materials,Tạo hình vật liệu bột,KKHVCNVL
MSE5421,Công nghệ cán kim loại kép và giấy kim loại,2(2-0-0-6),2,2,0.7,,Bimetal and metal paper rolling,Công nghệ cán kim loại kép và giấy kim loại,KKHVCNVL
MSE5422,Bài tập lớn thiết kế thiết bị gia công áp lực,2(2-0-0-6),2,2,0.7,,Methods for Forging and Stamping,Bài tập lớn thiết kế thiết bị gia công áp lực,KKHVCNVL
MSE5470,Cơ học phá hủy cơ sở,2(2-0-0-6),2,2,0.7,,Fundamental of fractography,Cơ học phá hủy cơ sở,KKHVCNVL
MSE5431,Kinh tế và tổ chức sản xuất xưởng cán,2(2-0-0-6),2,2,0.7,,Fundamentals of Rolling Workshop Design,Kinh tế và tổ chức sản xuất xưởng cán,KKHVCNVL
MSE5460,Tự động hóa quá trình sản xuất cán,2(2-0-0-6),2,2,0.7,,Automation of Rolling Process,Tự động hóa quá trình sản xuất cán,KKHVCNVL
MSE5480,Thực tập tốt nghiệp,2(0-0-4-4),2,5,0.5,,Graduation Practicum,Thực tập tốt nghiệp,KKHVCNVL
MSE5490,Đồ án tốt nghiệp kỹ sư (CNTBC),10(0-0-20-20),10,25,0.5,,Graduation Project,Đồ án tốt nghiệp kỹ sư (CNTBC),KKHVCNVL
MSE5310,Đúc mỹ nghệ,2(0-1-3-4),2,5.5,0.7,,Art foundry,Đúc mỹ nghệ,KKHVCNVL
MSE5350,Chuyên đề nghiên cứu,2(2-0-0-8),2,2,0.7,,Project - case study,Chuyên đề nghiên cứu,KKHVCNVL
MSE5380,Thực tập tốt nghiệp,2(0-0-4-4),2,5,0.5,,Graduation Practicum,Thực tập tốt nghiệp,KKHVCNVL
MSE5390,Đồ án tốt nghiệp kỹ sư (Đúc),10(0-0-20-20),10,25,0.5,,Graduation Project,Đồ án tốt nghiệp kỹ sư (Đúc),KKHVCNVL
MSE5510,Công nghệ nhiệt luyện nâng cao,3(3-0-0-6),3,3,0.7,,Advanced heat treament technology,Công nghệ nhiệt luyện nâng cao,KKHVCNVL
MSE5520,Công nghệ xử lý bề mặt II,3(3-0-0-6),3,3,0.7,,Surface technology II,Công nghệ xử lý bề mặt II,KKHVCNVL
MSE5550,Lý thuyết độ bền,3(3-0-0-6),3,3,0.7,,Strengthening theory,Lý thuyết độ bền,KKHVCNVL
MSE5560,Vật liệu chức năng,3(3-0-0-6),3,3,0.7,,Functional materials,Vật liệu chức năng,KKHVCNVL
MSE5570,"Vật liệu chịu ma sát, mài mòn",2(2-0-0-4),2,2,0.7,,Materials for friction and wear applications,"Vật liệu chịu ma sát, mài mòn",KKHVCNVL
MSE5531,Lựa chọn vật liệu và công nghệ,3(3-0-0-6),3,3,0.7,,Materials and engineering selection,Lựa chọn vật liệu và công nghệ,KKHVCNVL
CH3316,Hóa phân tích,2(2-1-0-4),2,3,0.7,CH1018/CH1010/CH1012/CH1017,Analytical Chemistry,Hóa phân tích,KCNHH
CH3318,TN hóa phân tích,1(0-0-2-2),1,3,0.7,CH3316=,Analytical Chemistry Lab,TN hóa phân tích,KCNHH
CH3317,Hóa phân tích,2(2-1-0-4),2,3,0.7,,Analytical Chemistry,Hóa phân tích,KCNHH
CH3319,TN hóa phân tích,1(0-0-2-2),1,3,0.7,,Analytical Chemistry Lab,TN hóa phân tich,KCNHH
MSE5511,Chuyên đề vật liệu và công nghệ vật liệu mới,2(2-0-0-4),2,2,0.7,,Topics on advanced materials and materials technology,Chuyên đề vật liệu và công nghệ vật liệu mới,KKHVCNVL
MSE4562,Mô hình hoá quá trình xử lý nhiệt và bề mặt,3(2-2-0-6),3,4,0.7,,Simulation and modelling of heat and surface treatment,Mô hình hoá quá trình xử lý nhiệt và bề mặt,KKHVCNVL
MSE5221,Công nghệ vật liệu bột,2(2-0-0-4),2,2,0.7,,Powder metallurgy ,Công nghệ vật liệu bột,KKHVCNVL
MSE5530,Công nghệ màng mỏng,2(2-0-0-4),2,2,0.7,,Thin film technology,Công nghệ màng mỏng,KKHVCNVL
MSE5580,Thực tập tốt nghiệp,2(0-0-4-4),2,5,0.7,,Graduation Practicum,Thực tập tốt nghiệp,KKHVCNVL
MSE5590,Đồ án tốt nghiệp kỹ sư (VLHXLNBM),10(0-0-20-20),10,25,0.5,,Graduation Project,Đồ án tốt nghiệp kỹ sư (VLHXLNBM),KKHVCNVL
IT1140,Tin học đại cương,4(3-1-1-8),4,5.5,0.5,,Introduction to Computer Science,Tin học đại cương,KCNTT
BEE3420,Hệ thống cung cấp điện,4(3-1-1-8),4,5.5,0.7,,Power Supply Systems,Hệ thống cung cấp điện,VDTLT
BEE3550,Điều khiển quá trình,3(3-1-0-6),3,4,0.7,,Process Control,Điều khiển quá trình,VDTLT
BEE3810,Đồ án I,2(0-0-4-8),2,4,0.7,,Project I,Đồ án 1,VDTLT
BEE3510,Truyền động điện,3(3-0-1-6),3,4.5,0.7,,Electrical Drives ,Truyền động điện,VDTLT
BEE3600,Hệ thống đo và điều khiển CN,3(3-0-1-6),3,4.5,0.7,,Industrial Measurement and Control Systems,Hệ thống đo và điều khiển CN,VDTLT
BEE4220,Điều khiển logic và PLC,3(3-1-0-6),3,4.5,0.7,,Logic Control and PLC,Điều khiển logic và PLC,VDTLT
BEE4403,Thiết bị nén và thủy lực trong TĐH,3(3-1-0-6),3,4.5,0.7,,Pneumatic and Hydraulic Systems,Thiết bị nén và thủy lực trong TĐH,VDTLT
BEE4240,Trang bị điện - điện tử các máy CN,4(3-1-0-8),4,4,0.7,,Electrical-Electronic Equipments of Industrial Machines,Trang bị điện - điện tử các máy CN,VDTLT
BEE4340,Đồ án chuyên ngành,2(0-0-4-4),2,4,0.7,,Senior Design Project,Đồ án chuyên ngành,VDTLT
BEE4336,Thiết kế hệ thống điều khiển ĐTCS,3(3-1-0-6),3,4,0.7,,Design of Power Electronics Control Systems,Thiết kế hệ thống điều khiển ĐTCS,VDTLT
BEE4341,Kỹ thuật robot,3(3-1-0-6),3,4,0.7,,Robot Engineering,Kỹ thuật robot,VDTLT
BEE4435,Hệ thống điều khiển số,3(3-1-0-6),3,4,0.7,,Digital Control Systems,Hệ thống điều khiển số,VDTLT
BEE5200,Thực tập tốt nghiệp,3(0-0-6-6),3,7.5,0.5,,Graduation Practicum,Thực tập tốt nghiệp,VDTLT
BEE5020,Đồ án tốt nghiệp,9(0-0-18-18),9,22.5,0.5,,Graduation Project,Đồ án tốt nghiệp,VDTLT
PE1024,Bơi lội,0(0-0-2-0),0,2.5,1,,Swimming,Bơi lội,BGDTC
PE2101,Bóng chuyền 1,0(0-0-2-0),0,1.5,1,,Volleyball I,Bóng chuyền 1,BGDTC
PE2102,Bóng chuyền 2,0(0-0-2-0),0,1.5,1,PE2101/PE2012,Volleyball II,Bóng chuyền 2,BGDTC
PE2103,Bóng chuyền 3,0(0-0-2-0),0,1.5,1,PE2102,Volleyball III,Bóng chuyền 3,BGDTC
CH3323,Phân tích bằng công cụ,2(2-1-0-4),2,3,0.7,CH3330,Instrumental Methods of Analysis,Phân tích bằng công cụ,KCNHH
CH3324,Thực hành phân tích công cụ,1(0-0-2-2),1,3,0.7,,Instrumental Analysis Lab,Thực hành phân tích công cụ,KCNHH
PE3303,Chuyên sâu Bóng rổ 3,0(0-0-2-0),0,1.5,1,,Intensive basketball III,Chuyên sâu Bóng rổ 3,BGDTC
PE3305,Chuyên sâu Bóng rổ 5,0(0-0-2-0),0,1.5,1,,Intensive basketball V,Chuyên sâu Bóng rổ 5,BGDTC
EE2380,Lý thuyết điều khiển I,3(3-1-0-6),3,4,0.7,,Control Theory I,Lý thuyết điều khiển I,KD
MSE4506,Vật liệu nano,3(2-1-0-6),3,3,0.7,,Nanoscale materials,Vật liệu nano,KKHVCNVL
CH4728,Ảnh kỹ thuật số,2(2-1-0-4),2,3,0.6,,Digital Photography,Ảnh kỹ thuật số,KCNHH
MSE2040,Hóa học chất rắn,3(3-0-1-6),3,4.5,0.7,,Solid state chemistry,Hóa học chất rắn,KKHVCNVL
ET2021,Thực tập cơ bản,2(0-0-4-4),2,4,0.7,,Basic Practicum,Thực tập cơ bản,KDTVT
EM3102,Kinh tế đại cương,3(3-1-0-6),3,4,0.7,,General Economics,Kinh tế đại cương,KKTVQL
EE4609,Hệ thống điều khiển và giám sát,3(2-2-0-6),3,4,0.7,,Control and Supervisory Systems,Hệ thống điều khiển và giám sát,KD
EE4612,Mạng cục bộ công nghiệp,3(3-1-0-6),3,4,0.7,,Local Industrial Networks,Mạng cục bộ công nghiệp,KD
HE4415,Kỹ thuật xử lý nhiệt ẩm chính xác,2(2-0-0-4),2,2,0.7,,Precise control technology of temperature an humidity,Kỹ thuật xử lý nhiệt ẩm chính xác,VKHVCNNL
ET3181,Thông tin vô tuyến,3(3-0-1-6),3,4.5,0.7,ET3250/ET3130,Wireless Communications,Thông tin vô tuyến,KDTVT
PE2201,Bóng đá 1,0(0-0-2-0),0,1.5,1,,Football I,Bóng đá 1,BGDTC
PE2202,Bóng đá 2,0(0-0-2-0),0,1.5,1,PE2201/PE2011,Football II,Bóng đá 2,BGDTC
PE2203,Bóng đá 3,0(0-0-2-0),0,1.5,1,PE2202,Football III,Bóng đá 3,BGDTC
PE2301,Bóng rổ 1,0(0-0-2-0),0,1.5,1,,Basketball I,Bóng rổ 1,BGDTC
PE2302,Bóng rổ 2,0(0-0-2-0),0,1.5,1,PE2301/PE2013,Basketball II,Bóng rổ 2,BGDTC
PE2303,Bóng rổ 3,0(0-0-2-0),0,1.5,1,PE2302,Basketball III,Bóng rổ 3,BGDTC
PE2401,Bóng bàn 1,0(0-0-2-0),0,1.5,1,,Table tennis I,Bóng bàn 1,BGDTC
PE2402,Bóng bàn 2,0(0-0-2-0),0,1.5,1,PE2401/PE2017,Table tennis II,Bóng bàn 2,BGDTC
PE2403,Bóng bàn 3,0(0-0-2-0),0,1.5,1,PE2402,Table tennis III,Bóng bàn 3,BGDTC
PE2501,Cầu lông 1,0(0-0-2-0),0,1.5,1,,Badminton I,Cầu lông 1,BGDTC
PE2502,Cầu lông 2,0(0-0-2-0),0,1.5,1,PE2501/PE2016,Badminton II,Cầu lông 2,BGDTC
PE2503,Cầu lông 3,0(0-0-2-0),0,1.5,1,PE2502,Badminton III,Cầu lông 3,BGDTC
PE2601,Chạy ,0(0-0-2-0),0,1.5,1,,Running,Chạy ,BGDTC
PE2701,Nhảy cao ,0(0-0-2-0),0,1.5,1,,High jumping,Nhảy cao ,BGDTC
PE2801,Nhảy xa ,0(0-0-2-0),0,1.5,1,,Long jumping,Nhảy xa ,BGDTC
PE2901,"Xà kép, xà lệch",0(0-0-2-0),0,1.5,1,,"Parallel bars, asymmetrical bars","Xà kép, xà lệch",BGDTC
PE2151,Erobic ,0(0-0-2-0),0,1.5,1,,Aerobics,Erobic ,BGDTC
PE2251,Taekwondo 1,0(0-0-2-0),0,1.5,1,,Taekwondo I,Taekwondo 1,BGDTC
PE2252,Taekwondo 2,0(0-0-2-0),0,1.5,1,,Taekwondo II,Taekwondo 2,BGDTC
PE2253,Taekwondo 3,0(0-0-2-0),0,1.5,1,,Taekwondo III,Taekwondo 3,BGDTC
PE3101,Chuyên sâu Bóng chuyền 1,0(0-0-2-0),0,1.5,1,,Intensive volleyball I,Chuyên sâu Bóng chuyền 1,BGDTC
PE3102,Chuyên sâu Bóng chuyền 2,0(0-0-2-0),0,1.5,1,,Intensive volleyball II,Chuyên sâu Bóng chuyền 2,BGDTC
PE3103,Chuyên sâu Bóng chuyền 3,0(0-0-2-0),0,1.5,1,,Intensive volleyball III,Chuyên sâu Bóng chuyền 3,BGDTC
PE3104,Chuyên sâu Bóng chuyền 4,0(0-0-2-0),0,1.5,1,,Intensive volleyball IV,Chuyên sâu Bóng chuyền 4,BGDTC
PE3105,Chuyên sâu Bóng chuyền 5,0(0-0-2-0),0,1.5,1,,Intensive volleyball V,Chuyên sâu Bóng chuyền 5,BGDTC
PE3201,Chuyên sâu Bóng đá 1,0(0-0-2-0),0,1.5,1,,Intensive football I,Chuyên sâu Bóng đá 1,BGDTC
PE3202,Chuyên sâu Bóng đá 2,0(0-0-2-0),0,1.5,1,,Intensive football II,Chuyên sâu Bóng đá 2,BGDTC
PE3203,Chuyên sâu Bóng đá 3,0(0-0-2-0),0,1.5,1,,Intensive football III,Chuyên sâu Bóng đá 3,BGDTC
PE3204,Chuyên sâu Bóng đá 4,0(0-0-2-0),0,1.5,1,,Intensive football IV,Chuyên sâu Bóng đá 4,BGDTC
PE3205,Chuyên sâu Bóng đá 5,0(0-0-2-0),0,1.5,1,,Intensive football V,Chuyên sâu Bóng đá 5,BGDTC
PE3301,Chuyên sâu Bóng rổ 1,0(0-0-2-0),0,1.5,1,,Intensive basketball I,Chuyên sâu Bóng rổ 1,BGDTC
PE3302,Chuyên sâu Bóng rổ 2,0(0-0-2-0),0,1.5,1,,Intensive basketball II,Chuyên sâu Bóng rổ 2,BGDTC
EE4424,Điều khiển hệ Euler-Lagrange,2(2-0-0-4),2,2,0.75,,Control of Euler-Lagrange systems,Điều khiển hệ Euler-Lagrange,KD
ME4282Q,Máy CNC và rô bốt công nghiệp,2(2-0-1-4),2,3.5,0.7,,CNC Machines and Industrial Robots,Máy CNC và rô bốt công nghiệp,KCK
ME4314Q,Kỹ thuật CAD/CAM,2(2-1-0-4),2,3,0.7,,CAD/CAM,Kỹ thuật CAD/CAM,KCK
ME4336Q,ĐA thiết kế hệ thống Cơ điện tử,3(0-0-6-6),3,6,0.7,,Project in Mechatronic System Design,ĐA thiết kế hệ thống Cơ điện tử,KCK
ME4372Q,Công nghệ khuôn mẫu,2(2-0-1-4),2,3.5,0.7,,Mold Technology,Công nghệ khuôn mẫu,KCK
ME4421Q,CN gia công sản phẩm chất dẻo,2(2-0-1-4),2,3.5,0.7,,Manufacturing Technology of Plastic Product,CN gia công sản phẩm chất dẻo,KCK
ME4439Q,Thực tập kỹ thuật,2(0-0-6-4),2,4,0.7,,Engineering Practicum,Thực tập kỹ thuật,KCK
ME4452Q,Kỹ thuật ma sát,2(2-1-0-4),2,3,0.7,,Tribology,Kỹ thuật ma sát,KCK
ME4472Q,Phương pháp xử lý số liệu thực nghiệm,2(2-1-0-4),2,3,0.7,,Methods of interpretation of experimental data,PP xử lý số liệu thực nghiệm,KCK
ME4502Q,Công nghệ chế tạo máy II,4(4-0-1-8),4,5.5,0.7,,Mechanical Technology II,Công nghệ chế tạo máy II,KCK
ME4562Q,Đồ án thiết kế máy,2(0-0-4-4),2,4,0.7,,Project in Machine design,Đồ án thiết kế máy,KCK
ME4811Q,Kỹ thuật gia công CNC,3(1-1-2-4),2,5,0.7,,CNC Processing Techniques,Kỹ thuật gia công CNC,KCK
ME4833Q,Đồ án công nghệ chế tạo máy,2(0-0-4-4),2,4,0.7,,Project in Mechanical Technology,Đồ án công nghệ chế tạo máy,KCK
ME4900Q,Truyền động điện và điện tử công suất,2(2-1-0-4),2,3,0.7,,Pneumatic and Hydraulic Drives,Truyền động điện và điện tử công suất,KCK
ME4972Q,Công nghệ bôi trơn,2(2-1-0-4),2,3,0.7,,Lubrication Technology,Công nghệ bôi trơn,KCK
ME5010Q,Thực tập tốt nghiệp,3(0-0-6-12),3,7.5,0.7,,Graduation Practicum,Thực tập tốt nghiệp,KCK
ME5011Q,Thực tập tốt nghiệp,3(0-0-6-6),3,7.5,0.7,,Engineer Internship,Thực tập tốt nghiệp,KCK
ME5110Q,Đồ án tốt nghiệp,10(0-0-20-30),10,25,0.5,,Graduation Project,Đồ án tốt nghiệp,KCK
ME5111Q,Đồ án tốt nghiệp kỹ sư Cơ khí,9(0-0-18-18),9,22.5,0.7,,Graduation Project,Đồ án tốt nghiệp kỹ sư Cơ khí,KCK
MGT3375,Global HR Management, ,3, ,0.7,,Global HR Management,Global HR Management,SIE
MGT4460,Project Management, ,3, ,0.7,,Project Management,Project Management,SIE
MGT4471,Leadership and Change, ,3, ,0.7,,Leadership and Change,Leadership and Change,SIE
MGT4472,Organizational Behaviour, ,3, ,0.7,,Organizational Behaviour,Organizational Behaviour,SIE
MGT4476,Strategic Management, ,3, ,0.7,,Strategic Management,Strategic Management,SIE
MGT4478,Global Management, ,3, ,0.7,,Global Management,Global Management,SIE
MGT4479,Management Seminar, ,3, ,0.7,,Management Seminar,Management Seminar,SIE
MI1110Q,Giải tích I,4(3-2-0-8),4,5,0.7,,Calculus I,Giải tích I,KTTD
MI1115,Giải tích I/ Analyse I, ,2,3,0.7,,UPMF Course,Giải tích I,KTTD
MI1120Q,Giải tích II,3(2-2-0-6),3,4,0.7,,Calculus II,Giải tích II,KTTD
MI1125,Giải tích II/ Analyse II, ,2,3,0.7,,UPMF Course,Giải tích II,KTTD
MI1130Q,Giải tích III,3(2-2-0-6),3,4,0.7,,Calculus III,Giải tích III,KTTD
MI1140Q,Đại số,4(3-2-0-8),4,5,0.7,,Algebra,Đại số,KTTD
MI1145,Đại số/ Algebre, ,2,3,0.7,,UPMF Course,Đại số,KTTD
MI2010Q,Phương pháp tính,2(2-0-0-4),2,2,0.7,,Numerical Methods,Phương pháp tính,KTTD
MI2015,Phương pháp tính/ Methode de calcul, ,2,2,0.7,,UPMF Course,Phương pháp tính,KTTD
MI2020Q,Xác suất thống kê,3(2-2-0-6),3,4,0.7,,Probability and Statistics,Xác suất thống kê,KTTD
MI2025,Xác suất thống kê/ Probabilité s et Statistiques descriptives, ,2,3,0.7,,UPMF Course,Xác suất thống kê,KTTD
MI3130Q,Toán kinh tế,2(2-1-0-6),2,3,0.7,,Economic Mathematics,Toán kinh tế,KTTD
MI3135,Toán kinh tế/Mathémathique appliquée à l’Écononie, ,2,3,0.7,,UPMF Course,Toán kinh tế,KTTD
MIL1110Q,Đường lối quân sự của Đảng,3(3-0-0-6),0,3,0.7,,Vietnam Communist Party’s Direction on the National Defense,Đường lối quân sự của Đảng,KGDQP
MIL1120Q,Công tác quốc phòng-an ninh,3(3-0-0-6),0,3,0.7,,Introduction to the National Defense,Công tác quốc phòng-an ninh,KGDQP
MIL1130Q,QS chung và KCT bắn súng AK,0(3-0-2-8),0,5,0.7,,General Military Education,QS chung và KCT bắn súng AK,KGDQP
MKT4462,Consumer Behaviour, ,3, ,0.7,,Consumer Behaviour,Consumer Behaviour,SIE
MKT4468,Global Marketing, ,3, ,0.7,,Global Marketing,Global Marketing,SIE
MSE3100Q,Vật liệu học,2(2-1-0-4),2,3,0.75,,Materials Science,Vật liệu học,KKHVCNVL
MTH2215,Applied Discrete Mathematics, ,3, ,0.7,,Applied Discrete Mathematics,Applied Discrete Mathematics,SIE
